@USER All that money hadn't made u smarter.	OFF
@USER Yeah we need some more made up bullshit protestors and antifa lol time for an epic beatdown😉	OFF
@USER By the way why don’t you move to Haiti ? You liberals seem to make shit holes out of large cities. So go somewhere where it’s already a shit hole so you don’t have to do any work !	OFF
Shouldn't pussy grabbing @USER be the one wearing the gloves while handling food? #MAGA URL	OFF
"""@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Antifa doesn't beat facsists to try to get them to change their mind - they know it's a lost cause to try to change a fascist's mind. They do it to scare them into hiding, to demoralize them, and to stop the spread of their hateful ideology. There is no forcing views on others""""."""""""	OFF
#FireMorningJoe he is cut from the same cloth as all other conservatives. His misogyny and bigotry are always on display. He is responsible for Trump. URL	OFF
@USER @USER Truly has got to be the most idiotic thing I've ever seen.	OFF
@USER @USER @USER @USER @USER @USER @USER @USER @USER It does work. If you want to control a population.  Australian gun control had no effect on homicides.	OFF
@USER @USER Liberals ruin everything!	OFF
@USER That's what happens when you let a liberal get a hold of a gun.  That would be a good place to start gun control.  Ban liberals from getting guns.	OFF
@USER @USER You look happy .MAGA	OFF
@USER Yet she is fat herself.	OFF
@USER @USER @USER What a joke! She is a Gem alright!! She is a Racist phony! Right along with this Racist Phony. That thinks she will follow me from her second account. And block me. Because I speak the truth. I could care less about follower's. Like it's a big party. I care that they discriminate URL	OFF
@USER @USER @USER May be you have forgotten that at the moment we are EU citizens and so all rights afforded to us are the same as for other EU citizens. Don’t believe all the shit that goes on in your head.	OFF
@USER @USER Just looked up his work History he is listed on the Board of Leading Age Services Aust (LASA) and comes from Medicare Local Alliance...what ever the hell that is	OFF
@USER Cause who bitches be playing with 😭😭😭😭 god aint give me the gift for nothing	OFF
@USER Coming from the man that threatened to try and kick Turmps ass now don't that take a set of ball's	OFF
@USER Getting scared ugly man?	OFF
@USER @USER @USER @USER @USER Bitch.. URL	OFF
&amp; terroism &amp; starvation &amp; Flint &amp; poverty &amp; climate change &amp; global warming &amp; sex trafficking &amp; bullying &amp; body shaming &amp; police brutality &amp; feminism &amp; gun control &amp; marches &amp; protests	OFF
@USER yea your the bitch on the right getting smacked URL	OFF
@USER Hahaha BIG thighs is not going to make it	OFF
"""#maga #christineford #trump2020 #tcot #ccot #AmericaFirst #Patriots @USER  #BrettKavanaugh had this to say about Bill Clinton during Whitewater:   It's imperative to make his pattern of revolting behavior clear -- piece by painful piece.""""   Indeed. URL"""	OFF
"""#MAGA people are very low IQ. GDP Growth"""" means LITERALLY NOTHING. In no way does this translate to higher income for white familes or individuals. All that billions goes to companies or government.   And what jobs did he create? Labour which pays less than living wage lmao? URL"""	OFF
@USER Bro go watch how he hold his backwood in the interview like that shit was irritating lmao nigga is mad suspicious	OFF
A bitch built like that could beat my ass all she wants URL	OFF
@USER @USER Very pathetic man !	OFF
@USER @USER @USER @USER @USER @USER You must be talking about hateful conservatives.	OFF
@USER @USER Thats correct!!! #MAGA	OFF
@USER @USER @USER This leftist is what is wrong in liberal colleges. More ppl and students will come out and will unmask this corrupt woman who is determined to destroy a good judge because she wants only liberals in the courts. @USER  @USER  @USER	OFF
"""@USER @USER @USER @USER This is great! Mark The Great One"""" Levin and Candace """"The Great"""" Owens together! This team is unbeatable! They just sent liberals into a frenzy again! A whole block of liberal voters just had their heads explode! And...sadly, Alyssa Milano just wet her pants again! Great team!"""""""	OFF
@USER #StrataData #AI #data #hairball: @USER TDavis touring the application of #Cognitive and #machinelearning techniques to speed #Governance of #data URL	OFF
@USER @USER @USER @USER I wasn't proposing scare tactics. I really meant what I said. Trump can easily pull the good maga Republicans and can easily steal enough votes from GOP Dem and independents and will bring fresh breath to our rotten politics. Think about it.	OFF
@USER @USER @USER @USER Only a liberal would support a liberal that spent a MILLION to get liberals elected to office. #LibFAIL! URL	OFF
@USER It’s so weirdly vicious and bitter to extrapolate from ‘everyone should have access to decent healthcare’ to ‘Liberals think all criminals should be free.’  It reveals a pretty brutalist and impenetrable mind.	OFF
@USER What the fuck game are you watching?	OFF
@USER Why? Why are liberals so trashy?	OFF
@USER Yes I saw this and I will say tapper kept basket her and she kept coming back with stupid answers And he finally gave up I don’t think he is a big fan of her policies he’s not that stupid please	OFF
@USER If you go by anything other than he or she you are fucked in the head.	OFF
@USER All you need to know is he is empty inside	OFF
@USER The Liberals are mentally unstable!!	OFF
@USER @USER Who authorized a search warrant of mr Jean home?  Racist what about her drug test. This is premediated murder. He will not be slandered. He is the victim.	OFF
@USER @USER @USER i have heard he is making waves	OFF
#ThursdayThoughts- FUCK liberals. Forever.	OFF
@USER Once again it's been proven that all gun control laws are intended to disarm the law abiding citizens and subvert the #2A. Criminal *don't* care about gun laws.	OFF
@USER @USER Mxm nigger thinks we give a fuck URL	OFF
@USER @USER She is a fake. Vote her out. Now she wants sympathy.	OFF
10kids from different women from this American jobless men? Nigerian men you are the bomb!!!	OFF
@USER This Russian agent is a DISGRACE. Hey old creep @USER you are going to die in prison. You and Trump sold America to the Russians and it’s time you do the time for your years of crimes. Scumbag.	OFF
@USER What insanely ridiculous bullshit.	OFF
@USER We shouldn’t be surprised. These same pigs worked with neonazis to unmask antifa protestors. And the local coverage by shit journos like @USER didn’t cover that AT ALL. We had to rely on @USER for investigative coverage URL	OFF
@USER @USER Because 45% of Americans are too lazy to vote.  Non-voters skew liberal. And too many liberals who do vote throw their vote away on 3rd party losers. Next question?	OFF
"""@USER @USER I'm sure he doesn't call his gated community's private security firm Bull Connors"""" though. It's funny: Now liberals LOVE privatization of police!"""""""	OFF
@USER @USER Wonder how many children he molested	OFF
@USER @USER Oh you are in England?  Your views on gun control stopped mattering in 1776.	OFF
@USER @USER @USER @USER @USER @USER This is the ANTIFA party &amp; all of a sudden they expect us to believe they care about anyone besides themselves. Nope.	OFF
@USER Ouch!	OFF
@USER @USER Wonder if he apologized to Diamond and Silk for calling them a “minstrel show?”  He should have been fired but there he is making faces.	OFF
@USER Which is why it’s awesome that Kavanaugh didn’t shake that gun control dads hand.  Sorry for kid was killed by a gun but it’s not the future judges fault it happened...... omg white people in cities are silly	OFF
@USER John Podesta is a spirit cooking pedo. Here's a photo of him and Valerie Jarrett in a rather compromising situation.  #MAGA #qanon #DrainTheDeepState #DrainTheSwamp URL	OFF
@USER I love the way this pisses off liberals. URL	OFF
@USER @USER @USER My auto correct Gggrrr she is a *crazy witch*	OFF
"""@USER @USER When I turned the speech on it sounded to me like Liberals becoming another nasty party"""" with his personal attacks on various individuals."""""""	OFF
@USER Another negative Democrat who refuses to disappear!	OFF
.@USER As my elected MP could you please explain why @USER is still promoting ideas that the EU have already rejected? We've 6 months to go and nothing appears to be moving onward. @USER are like the blind leading the blind #brexitshambles #BrexitMeansBrexit URL	OFF
@USER So she can’t be effected by the radiation but killed. I hope he mentions Lady Gaga witch. Since she is the only known immortal witch and supreme	OFF
(2020 election season)  Trump: my dick is the most magnificent dick. Just tremendous.   Leftists: prove it you Russian puppet!  Trump: *whips dick out in fit of senility*  Conservatives: *vote Trump to victory*	OFF
@USER @USER @USER @USER Interesting when Demoncraps aren't even inventive enough to create their own cartoons.  This is originally put out by Republicans - liberals are the Koolaide drinkers and always have been. Liberals are also the scum of the earth and prove it daily through their lies	OFF
@USER ajsjjsjdkkdjdk i want him so much he’d literally tell me to die and i’d obey him	OFF
@USER @USER @USER @USER He’s dead. So you are a necrophiliac as well? Good to know...you must suck at chess never mind 3 dimensional chess...you can’t even think one move ahead let alone many...Change your twitter handle to DumbAF not even ish🙄🙄🙄	OFF
"""@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER They get testy and decide you're a paid shill"""" a lot, if you end up hanging around QAnon you'll get used to it."""""""	OFF
@USER @USER @USER Trump is a very sick man. He is toxic and mean spirited.	OFF
#VA10 voters know @USER is the right side of the gun issue. Gun control or gun rights? The answer may help determine whether NRA-financed Rep. Comstock wins reelection URL	OFF
@USER #oshaeterry #ThugLife #Criminal Behaved as an Ordinary Disposable Criminal. #MAGA #MAGA2020 #MAGARallyRules #TexasPolice	OFF
@USER @USER She is full of bunk.	OFF
@USER Hell did they boycott McEnroe.....this is too much!!	OFF
ANTI-ANTIFA IS BALLS	OFF
@USER IM GOING HARDCORE BITCH	OFF
@USER I used to do signifing monkey by heart. Played it for the wife and she is like what the hell?	OFF
@USER I think she is the one mad.  She didnt like being called out so she is trying to make them bully me. 😆	OFF
@USER @USER @USER so she is disgusting to you because she is a Rangers fan! you are disgusting to me because you support breaking up the union!  #proudtobeBritish 🇬🇧	OFF
@USER They should. Hopefully voters will realise that they could have ended this shitshow well before the midterms.	OFF
@USER 2018 charts she is. Overall fuck no. Cardi got ways to go to catch niki	OFF
@USER @USER @USER i think i missed a few replies here (im on a conference call) but most of the anti jihadi muslim vets i know would disagree with gun control. so this seems odd...?	OFF
@USER Look at all these racist white liberals freaking out because I said Tom Arnold has white privileged.	OFF
@USER Hubby rushed me *shakes fist* will flick a pic thru this evening when I feed em again. By the way he is still the boss	OFF
@USER @USER OMG !!!! Really !!! #FrankOz ... Liberals ruins Everything ... #DefundPBS..	OFF
@USER @USER Wow!!! Never thought I'd see the left actually admitting they want to shut down free speech unless it's their own. At least they are admitting they are the  facist. After all they did create the 2 most facist groups...ANTIFA and KKK.	OFF
@USER Rip lmao who knows 😂 that's why I'm trying so hard not to expose my shits since they can't never relate anyway	OFF
@USER Bullshit!!!	OFF
@USER I feel pretty fucked then cuz I started out fine	OFF
@USER Awful	OFF
@USER I don't know anything about the kkk although I believe the democrats fund them like they always did.  I think the Dems main terror group these days is antifa.	OFF
@USER @USER @USER She is absolutely useless. Everyone knows it except for her and the media.	OFF
@USER Does anyone care what that dirtbag says???	OFF
@USER @USER NOT A SNOWBALLS CHANCE IN HELL DIMWIT DEM. Start taking losing like a man.....err...like a....uhm? Whatever you identify as today. WE WILL #MAGA NOT TIRED OF #WINNING SEE YOU IN NOVEMBER FOR THE #REDWAVERISING2018 YOU CAN'T STOP #ScotusKavenaugh	OFF
@USER Hopefully your obesity catches up with you by then	OFF
@USER @USER My Stoned Wheat Crackers! Where the hell did they put the Stoned Wheat Crackers?	OFF
#fordnation #onpoli #Conservatives #Conservative #onpc  Just because you can doesn't mean you should. Great power comes with great responsibility. By invoking art. 33 and overriding our judicial processes you're overriding our democracy.  URL	OFF
@USER       Thank you for your fortitude and perseverance. Please give McConnell a kick in the butt from some of us conservatives.	OFF
@USER YESSSSSHHHHH who else call you shitgull if it were not me or ryme 😚	OFF
@USER She’s one of those ‘kooky’ liberals.	OFF
@USER Like if you didn’t get fired from ESPN	OFF
@USER those students not traumatised by having live shooter drills or distracted by fear of being killed at school are already doing their best. Send YOUR kid to one of those schools and we might get some action on gun control. Hypocrite.	OFF
@USER @USER Poor sad liberals. No hope for them.	OFF
I got more common sense than all of my followers  :)	OFF
@USER CBS sez CEO Leslie Moonves' out on his ass after several allegations he was chasing ass... COO Joseph Iannello will be interim CEO until somebody accuses him of the same thing... This 'shit' never ends... Ooops...	OFF
@USER Even if the devil did make every single one of those priests rape children... Why does the pope refuse to condemn it? Why didn't he remove from leadership the rapist brought to him?	OFF
@USER I didn’t tweet this lol I needa get my Twitter off this shit	OFF
@USER She is.  Ur screwed.  Trump owns scotus and he will exact a wrath upon enemies after the midterms	OFF
@USER Then HAUL YOUR FAT ASS IN HARMS WAY YOU DRUGGIE!!!	OFF
@USER @USER Anyone can say or write anything about themselves. Suppose tomorrow she says that she is a prophet and human race needs to follow her.  What does that tell about her ?  Once I see someone as useless moron I stop giving them any attention. You do the same brother. She is nobody.	OFF
"""@USER its so cool that the blind idiot god"""" concept is already a real thing from a religion thousands of years old but peopl ehave to make it a fucking cthulhu reference for retard cred"""""""	OFF
@USER @USER He is delirious!	OFF
@USER Rezz is a dumb bitch who will get a rude awakening from BNF in Mexico lol URL	OFF
Alert: Candace Owens Was Just Attacked By Antifa URL	OFF
@USER Another dumbass Democrat. One thing you have to say about this president is he’s not lazy. Another bullshit story as usual	OFF
@USER @USER when robyn posts a selfie the world stops for a moment to appreciate it	OFF
@USER @USER @USER The Democrats are so desperate all those ppl threatening Sen Collins are from CA. They will do anything to delay or halt confirmation and @USER re-election is on the line she is desperate. The ppl &amp; GOP are quite aware of what is going on.	OFF
@USER So it moves forward. Damn the facts as long as you keep up the narrative! The Dangerous line is the sliding scale line that you bunch of liberal idiots use to vilify Conservatives or justify the actions of liberals	OFF
@USER Poor Baby.  This is why you and your entire network CAN NOT be trusted.    The only people still watching CNN are brainwashed liberals and demonrats. URL	OFF
@USER @USER (She is clearly agitated in a defensive stance) Shit- what is she doing here	OFF
@USER Then your gonna get bitten	OFF
@USER Woodword's book is slander.  He is nothing but a Clown Tool!	OFF
@USER How many more??? This country MUST address sensible gun control! This is more than ENOUGH!!!  VOTE BLUE! GET THIS GARBAGE CLEANED OFF OUR STREETS!	OFF
@USER It appears to be paired with a WOO-HOO so he must think he is on his way to a brothel.	OFF
@USER @USER @USER She is mentally unstable.	OFF
@USER Character and Clinton. Cartoon maybe	OFF
@USER @USER @USER @USER @USER @USER @USER @USER @USER I like that they aren't mincing around with her. I do not understand why she is denying doing porn.	OFF
"""@USER @USER @USER @USER @USER FEMA has contacted the Senator and was told.its a TV hit you take them when you can"""" He Is a liar.  If he had a set... he would put on his big girl panties and tell the truth!"""""""	OFF
@USER But I thought Antifa were actually fascists but this shows Rethuglicans are the actual fascists in the room.	OFF
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER So absurd.  The left has been fielding violent feminists and communists in the form of Antifa to attack the very peaceful transition of power for more than two years.    I wonder if it will ever occur to you that you are the bad guys?  I doubt you have the moral fortitude.	OFF
Anyone surprised? @USER  #CloserNation  #MAGA #QAnon URL	OFF
@USER Not if you are from Wisconsin. And it’s a bubbler. And duck duck goose.	OFF
"""@USER Good liberals will allow a rapist"""" to continue serving on a federal district court while his victim continues to suffer?    But...you said....you said...."""""""	OFF
@USER Then why are you pretending to be something your not???You are a phony and all your lies won't change that!	OFF
@USER She mocked SJWs and the KKK with extremely clever satire. The fact you don’t have a sense of humor or are too stupid to get it is our fault. None of that means you get to denigrate or lie about her or her motives. She is a Native American woman and you are a bigoted misogynist.	OFF
@USER @USER @USER Are you saying he is a turkey chocker 😶	OFF
@USER @USER Such delusional liberals..! So twisted with hate you can't even acknowledge the U.S. Airforce..!!	OFF
@USER @USER She is better than all this shit. She is better than anything. ❤️	OFF
@USER damn what i would do to be able to eat that pussy	OFF
@USER What exactly is it about Willy that anyone with half a brain would consider conservative?   The guy is literally a poster child for Liberals	OFF
@USER @USER Queen Of Rap 😛 Other Bitches can knot relate	OFF
@USER I would be worse than her licking that ass	OFF
@USER So a pathological liar is going to give the Judge a lecture on credibility because the judge won’t admit to something he didn’t do...   and we are the stupid ones.... 😳   And liberals have no shame in the ignorance of their elected representatives.	OFF
@USER @USER @USER We have a stupid problem. Conservatives don’t just hate studies by smart people  (smart people suck) that show data (data schmata) and facts (#fakenews) but just being near one can turn somebody into a nitwit. #cdnpoli	OFF
@USER BITCH	OFF
@USER If Jamie Oliver fucks with my £3 meal deals at Tesco I’ll kill the cunt	OFF
@USER I CARE THAT HE WAS MURDERED. I don't care whether he had some weed in his home (like a whole lot of Americans do) any more than I'd care if you said he had 100 pairs of socks. He is the victim. You are trying to smear the victim. You are despicable.	OFF
@USER @USER @USER I should wash your mouth out with soap for saying that! I have the utmost respect and admiration for our cops. I don’t have that for dirt bags who would break into my home.  Gun control means a steady hand not an empty one. Go talk to Antifa buddies about being a drain	OFF
@USER HE IS A RUSSIAN SPY /HAVE RECEIVED MUCH MONEY FROM PUTIN.	OFF
@USER @USER Well he's a liberal so that explains it. Who knows the shooter may be a liberal as far as he knows. Liberals are very hateful violent people and must be defeated!	OFF
@USER @USER No news. orgs. are giving Faith Goldy the time of day. That's simply wrong. She may not have the experience of the other two useless fools but she cares and she is no one's fool.	OFF
@USER i just gave Beto $100 and you all should as well.  Trump called Ted's wife ugly and he is still licking his boots for help with reelection.	OFF
Was this a threat from @USER #DangerousDemocrats #maga URL	OFF
@USER @USER Liberals cannot imagine a circumstance where they are forced to defend themselves or their family from violence.  They imagine such an eventuality to be beyond the realm of possibility and they foolishly believe that the police will arrive quickly enough to save them.	OFF
@USER Let me borrow yo shit first 🤣	OFF
@USER WOW!  That lie'n bitch is at it again. URL	OFF
@USER Stfu bitch lol why u Salty I’m tryna get twitter famous ya know	OFF
@USER ...@USER is 100% correct and should be applauded for criticizing our inept and corrupt President - not denounced for it.....@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER	OFF
@USER You turn a dull Tuesday night into a super sexy one! So hot! 🔥🔥🔥	OFF
@USER But not as despicable as her own.	OFF
@USER @USER Without question Professor Ford is troubled that's being polite. Half the women in the world (probably more) have been groped at one time or an other  and don't hold on to it for 40 years. This is obviously a political ploy to deter scotus confirmation. @USER #MAGA	OFF
@USER @USER He is both evil and delusional. He eats those high quality paint chips.	OFF
@USER @USER shut that wanker up	OFF
@USER FUCK OFF	OFF
@USER @USER She’ll have a total mental breakdown when he is re-elected!!!!	OFF
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER that is about the saddest existence I have ever been privy to reading. Sucks to be you man	OFF
@USER So... Did Angela hook up with a younger guy so she has someone to wipe her butt when she is 75?	OFF
@USER Good!!! This will surely show us how croocked he is. 😂😂😂	OFF
@USER @USER @USER @USER @USER @USER @USER Exactly Hat @USER  are true Feckers ! I detest them	OFF
@USER still waiting for mine fat	OFF
@USER Sam was singing and they DiDNT tell her to stop singing and she thanked them!! Unbelievable!!! Who the hell is she talking to?! It's bad enough when she is talking to one of the houseguest !! But to keep talking to herself! Wonder what her family think about her going nuts!	OFF
@USER  I think he could be called a turncoat  talking out of both sides of his fucking mouth  Lindsey Graham can no longer be trusted URL	OFF
@USER @USER @USER @USER Oh boo you sound so ignorant with your words. We are on Top. All of America is on Top now. How about stop resisting and try to help make our nation the best for everyone not just liberals. Wake up and Walk Away.	OFF
@USER Sucks	OFF
@USER Fuckkk 😂😂 I know I seen bitch that’s a slapper lmao	OFF
@USER @USER Lefty Pope should also! He is Not worthy rep for true christian roman catholics!! He failed his flock!	OFF
@USER And honestly it’s ridiculous.. you are grocery shopping there is no need to be like That	OFF
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Little known fact Balaam raced donkeys and gambled on races. One day his fastest ass was winning the Jerusalem sweepstakes. And right before the finish the ass lost control running over a Samaritan and two Africans . Local antifa saw the whole thing and blamed the fastest ass!	OFF
@USER @USER @USER if she were a true Krishn bhakt she wouldn't even care about presence or absence of such laws... she would be above such issues... a typical Chandigarh mentality of one up manship she is caged in... call her anything but Krishn bhakt.. like who cares about what she is doing ...	OFF
@USER It's been up since Sunday night. He is a sloth.	OFF
@USER @USER SOME THINGS NEVER CHANGE! In 1991 #SCOTUS Clarence Thomas’s #HighTechLynching by @USER @USER &amp; @USER  #MAGA FIGHT BACK against these lies! #ConfirmKavanaugh  @USER @USER @USER @USER #DJT  #Kavanaugh #MeToo  URL	OFF
@USER @USER Bitch shut up he building his self esteem	OFF
@USER @USER @USER @USER @USER This hand signal is used by ignorant people as a signal of white supremacy and by evil people who get a lot of satisfaction in the idea of pissing off liberals.  We should ignore both because displays of ignorance and hatefulness don’t deserve our time and attention.	OFF
#USA #UK and probably #Europe and #Australia  With their level of intelligence?  Weez all stoopid y'all!  #MAGA #MEGA #MBGA #MCGA #Conservatives #Patriots #Celebrities URL	OFF
@USER When are the Republicans going to learn that Democrats hate conservatives .Vote  Thursday	OFF
@USER @USER Isn’t that the Amazon bitch from Antifa?	OFF
@USER @USER @USER @USER @USER @USER @USER Lie about what? Certainly not about you throwing gun control &amp; accountability out the window once an illegal is involved.  And “a” hollering? Are you seeing shit AND hearing voices?	OFF
@USER Just one more proof that the dnc hates the cosnstitution. this is exactly what pres. Washington warned us of in his farwell address. the dnc hates the constitution because it stands in the way of their totalitarain agenda. maybe that i why they push both socialism and gun control	OFF
@USER He is a beast	OFF
You you have committed so many crimes. No care what a liar has to say. You belong in prison. #MAGA URL	OFF
@USER HAHAHAHA omg these people. They thought they would have their way FOREVER.  Idiots	OFF
@USER Fool on the Hill !	OFF
@USER Why of course. Liberals reject truth and accept falsehoods. That's why they don't believe Kanaugh and believe Ellison.	OFF
@USER @USER the nose distracts from the news	OFF
@USER Thank you Ms Desanctis! I'm comforted that not all conservatives are letting their ambition blind their conscience. Sexual assault/harassment has been a plague on society for centuries - that should NOT make it a conservative or traditionalist cause!	OFF
@USER You are TRIPPIN. Stop jumping to conclusions.	OFF
@USER This sicko thinks that others scheme and lie like he and a lot of the liberals do. Remember Rham Emanuel’s famous quote “You never let a serious crisis go to waste”	OFF
@USER 2 battering rams used by liberals; sex &amp; racism. It is sinister &amp; desperate #BeneathHumanity	OFF
@USER Apparently this POS doesn’t know that Viacom bought out BET. It went from black ownership to white ownership🤣🤣🤣🤣🤣🤣	OFF
"""@USER Has your network/organization put out a report on actress Li BingBing???  Some reports say she is missing"""", other reports say the Chinese Government has abducted her????   What the heck is going on????"""""""	OFF
@USER Desperation! Abuse of my power cause he is losing his mind	OFF
@USER Gonna be a bitch to re-write this one.	OFF
